item_slug,brand,name_en,name_ar,pack_size,pack_unit,pack_type,origin_country,in_aid_parcels,confidence,source_url,notes
tea,Ahmad Tea,"Ahmad Tea black (red), 100 bags 200 g",شاي احمد احمر 100 كيس 200 غم,200,g,box,United Kingdom,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
tea,Ahmad Tea,"Ahmad Tea green, 100 bags 200 g",شاي احمد اخضر 100 كيس 200 غم,200,g,box,United Kingdom,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; green tea
tea,Al-Jawad,Al-Jawad tea 250 g,شاي الجواد 250 غم,250,g,box,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
tea,Al-Jawad,Al-Jawad tea 500 g,شاي الجواد 500 غم,500,g,box,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
tea,Al-Jawad,Al-Jawad loose tea 250 g,شاي الجواد حلل 250 غم,250,g,bag,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,"Palestinian online supermarket (prices in NIS); plausibly also in Gaza; loose-leaf version, separate listing from boxed 250 g"
tea,Al-Jawad,Al-Jawad loose tea 1 kg,شاي الجواد حلل 1 كغم,1000,g,bag,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
tea,Al-Rabie,"Al-Rabie green tea, 100 bags 180 g",شاي الربيع اخضر 100 كيس 180 غم,180,g,box,Saudi Arabia,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; green tea
tea,Al-Rabie,"Al-Rabie Express tea, 100 bags 180 g",شاي الربيع اكسبريس 100 كيس 180 غم,180,g,box,Saudi Arabia,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
tea,Al-Rabie,"Al-Rabie Heavy tea, 100 bags 180 g",شاي الربيع ثقيل 100 كيس 180 غم,180,g,box,Saudi Arabia,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
tea,Wissotzky,"Wissotzky Classic tea, 100 bags (150 g)",شاي ويسوتسكي كلاسيك 100 كيس,150,g,box,Israel,no,medium,https://groundjerusalem.com/product/tea/black-tea-classic-rich-flavor-wissotzky-100-bags-150g-5-3-oz-made-in-israel/,Israeli supermarket listing; Israeli goods reach Gaza via Kerem Shalom traders; 1.5 g bags
tea,Wissotzky,"Wissotzky Classic tea, 50 bags",شاي ويسوتسكي كلاسيك 50 كيس,50,piece,box,Israel,no,medium,https://shoppy.co.il/search?q=wissotzky,Israeli supermarket listing; Israeli goods reach Gaza via Kerem Shalom traders
tea,Wissotzky,"Wissotzky Classic tea, 25 bags",شاي ويسوتسكي كلاسيك 25 كيس,25,piece,box,Israel,no,medium,https://shoppy.co.il/search?q=wissotzky,Israeli supermarket listing; Israeli goods reach Gaza via Kerem Shalom traders
tea,Wissotzky,"Wissotzky green tea with mint, 25 bags",شاي ويسوتسكي أخضر بالنعنع 25 كيس,25,piece,box,Israel,no,low,https://shoppy.co.il/search?q=wissotzky,Israeli supermarket listing; Israeli goods reach Gaza via Kerem Shalom traders
tea,Lipton,Lipton Yellow Label black dust tea 250 g,شاي ليبتون العلامة الصفراء ناعم 250 غ,250,g,box,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=lipton,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,Lipton,Lipton Yellow Label black dust tea 100 g,شاي ليبتون العلامة الصفراء ناعم 100 غ,100,g,box,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=lipton,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,Lipton,Lipton black tea 500 g,شاي ليبتون 500 غ,500,g,bag,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=lipton,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,Lipton,Lipton Yellow Label kharaz (granular) tea 250 g,شاي ليبتون خرز 250 غ,250,g,box,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=lipton,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,Lipton,Lipton black tea 40 g,شاي ليبتون 40 غ,40,g,bag,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=lipton,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow; small pack
tea,El Arosa,El Arosa black tea 40 g,شاي العروسة 40 غ,40,g,bag,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=el%20arosa,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,El Arosa,El Arosa kharaz loose black tea 100 g,شاي العروسة خرز 100 غ,100,g,bag,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=el%20arosa,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,El Arosa,El Arosa kharaz loose black tea 250 g,شاي العروسة خرز 250 غ,250,g,bag,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=el%20arosa,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,El Arosa,"El Arosa black tea, 25 bags",شاي العروسة 25 كيس,25,piece,box,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=el%20arosa,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
tea,Al-Kasih,"Al-Kasih green tea, 20 bags",اعشاب الكسيح الشاي الاخضر 20 كيس,20,piece,box,Jordan,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; green tea
tea,Rose Way,"Rose Way green tea, 20 bags",اعشاب روز واي الشاي الاخضر 20 كيس,20,piece,box,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; green tea
instant_tea_mix,Lipton,Lipton tea with sugar 2-in-1 sachet 14 g,ليبتون شاي بالسكر 2 في 1 ظرف 14 غ,14,g,sachet,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=lipton,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
instant_tea_mix,Lipton,"Lipton tea with sugar 2-in-1, 10 sachets x 14 g",ليبتون شاي بالسكر 2 في 1 10 ظروف,140,g,box,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=lipton,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
instant_tea_mix,Taleen,Taleen karak tea with ginger stick 28 g,تالين شاي كركي بالزنجبيل اصبع 28 غم,28,g,sachet,unknown,no,low,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; listed as unavailable
coffee,Abu Rashid,Abu Rashid Arabic coffee 250 g,قهوة ابو رشيد 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,"Palestinian online supermarket (prices in NIS); plausibly also in Gaza; Ben Al-Rashid mills, Qalqilya"
coffee,Abu Rashid,Abu Rashid Arabic coffee 1 kg,قهوة ابو رشيد 1 كغم,1000,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,"Palestinian online supermarket (prices in NIS); plausibly also in Gaza; Ben Al-Rashid mills, Qalqilya"
coffee,Abu Rashid,Abu Rashid Turkish coffee 250 g,قهوة ابو رشيد تركية 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Azhiman,Azhiman coffee 2/3 light roast 250 g,بن ازحيمان 2/3 شقراء 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; Jerusalem roaster
coffee,Azhiman,Azhiman coffee medium roast 250 g,بن ازحيمان وسط 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Azhiman,Azhiman coffee 2/3 dark roast 250 g,بن ازحيمان 2/3 محروقة 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Azhiman,Azhiman coffee plain (no cardamom) 250 g,بن ازحيمان سادة 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Azhiman,Azhiman coffee light roast 250 g,بن ازحيمان شقرة 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Azhiman,Azhiman Turkish coffee 250 g,بن ازحيمان قهوة تركية 250 غم,250,g,bag,Palestine,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Al-Badia,Al-Badia coffee 900 g,بن البادية 900 غم,900,g,bag,unknown,no,low,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Al-Nakhla,Al-Nakhla original coffee 250 g,قهوة نخلة الاصلية 250 غم,250,g,bag,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Kenaan,Kenaan coffee 250 g,بن كنعان 250 غم,250,g,bag,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee,Al-Ameed,Al-Ameed medium Turkish coffee with cardamom 250 g,العميد قهوة تركية وسط مع هيل 250 غ,250,g,bag,Jordan,no,medium,https://store.alameedcoffee.com/collections/all-al-ameed-products-1,"Jordanian roaster, common in Palestinian shops"
coffee,Al-Ameed,Al-Ameed light Turkish coffee with cardamom 250 g,العميد قهوة تركية فاتحة مع هيل 250 غ,250,g,bag,Jordan,no,medium,https://store.alameedcoffee.com/collections/all-al-ameed-products-1,
coffee,Al-Ameed,Al-Ameed dark Turkish coffee with cardamom 250 g,العميد قهوة تركية غامقة مع هيل 250 غ,250,g,bag,Jordan,no,medium,https://store.alameedcoffee.com/collections/all-al-ameed-products-1,
coffee,Al-Ameed,Al-Ameed medium Turkish coffee without cardamom 250 g,العميد قهوة تركية وسط بدون هيل 250 غ,250,g,bag,Jordan,no,medium,https://store.alameedcoffee.com/collections/all-al-ameed-products-1,
coffee,Al-Ameed,Al-Ameed Lebanese blend with cardamom 250 g,العميد خلطة لبنانية مع هيل 250 غ,250,g,bag,Jordan,no,low,https://store.alameedcoffee.com/collections/all-al-ameed-products-1,
coffee,Al-Ameed,"Al-Ameed Turkish coffee sticks, 24 pack",العميد قهوة تركية 24 اصبع,24,piece,box,Jordan,no,low,https://store.alameedcoffee.com/collections/all-al-ameed-products-1,single-serve sticks
coffee,Al-Ameed,Al-Ameed light Turkish coffee without cardamom 200 g,العميد قهوة تركية فاتحة بدون هيل 200 غ,200,g,bag,Jordan,no,low,https://www.amazon.sa/%D9%82%D9%87%D9%88%D8%A9-%D8%AA%D8%B1%D9%83%D9%8A%D8%A9-%D9%81%D8%A7%D8%AA%D8%AD%D8%A9-%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D8%AF/dp/B0994PT29C,Saudi listing
instant_coffee,Nescafe,Nescafe Gold 100 g,نسكافيه جولد 100 غم,100,g,jar,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
instant_coffee,Nescafe,Nescafe Gold 190 g,نسكافيه جولد 190 غم,190,g,jar,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
instant_coffee,Nescafe,Nescafe Red Mug 200 g,نسكافيه رد مج 200 غم,200,g,jar,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
instant_coffee,Elite,Elite instant coffee 240 g (sold as Nescafe Elite),نسكافيه عليت 240 غم,240,g,jar,Israel,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,"Palestinian online supermarket (prices in NIS); plausibly also in Gaza; brand corrected: Elite is a Strauss (Israel) instant coffee, listed locally under the generic name Nescafe"
instant_coffee,Nescafe,Nescafe instant coffee 100 g,نسكافيه قهوة سريعة التحضير 100 غم,100,g,jar,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
instant_coffee,Nescafe,Nescafe instant coffee 200 g,نسكافيه قهوة سريعة التحضير 200 غم,200,g,jar,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
instant_coffee,Nescafe,Nescafe Classic 50 g,نسكافيه كلاسيك 50 غم,50,g,jar,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
instant_coffee,Nescafe,Nescafe Classic 95 g pouch,نسكافيه كلاسيك 95 غ كيس,95,g,pouch,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=instant%20coffee,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
instant_coffee,Nescafe,Nescafe Classic 18 g pouch,نسكافيه كلاسيك 18 غ,18,g,pouch,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=instant%20coffee,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
instant_coffee,Nescafe,Nescafe Classic 1.8 g sachet,نسكافيه كلاسيك ظرف 1.8 غ,1.8,g,sachet,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=instant%20coffee,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
instant_coffee,Abu Auf,Abu Auf Classic instant coffee 50 g,أبو عوف قهوة سريعة التحضير كلاسيك 50 غ,50,g,jar,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=instant%20coffee,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
instant_coffee,Abu Auf,Abu Auf Classic instant coffee 100 g,أبو عوف قهوة سريعة التحضير كلاسيك 100 غ,100,g,jar,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=instant%20coffee,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
coffee_mix_3in1,Nescafe,Nescafe 3-in-1 stick 20 g,نسكافيه اصبع 3 في 1 20 غم,20,g,sachet,unknown,no,high,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; sold singly for 1 NIS
coffee_mix_3in1,Nescafe,"Nescafe 3-in-1 original, box of 24 sticks x 20 g",نسكافيه 3 في 1 علبة 24 اصبع,480,g,box,unknown,no,high,https://world.openfoodfacts.org/product/8850124037350,Open Food Facts lists it for the Palestinian territories; also on palbazaar
coffee_mix_3in1,Nescafe,Nescafe 3-in-1 original sachet 18 g,نسكافيه 3 في 1 ظرف 18 غ,18,g,sachet,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=instant%20coffee,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
coffee_mix_3in1,Torabika,Torabika cappuccino sachet 25 g,تورابيكا كابتشينو 25 غم حبة,25,g,sachet,Indonesia,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee_mix_3in1,Torabika,"Torabika cappuccino, bag of 20 x 25 g",تورابيكا كابتشينو كيس كبير 20 حبة,500,g,bag,Indonesia,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee_mix_3in1,Al-Zahra,Al-Zahra instant cappuccino stick 30 g,الزهراء كابوتشينو اصبع 30 غم,30,g,sachet,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee_mix_3in1,Al-Zahra,Al-Zahra instant caramel (coffee) stick 30 g,الزهراء كراميل اصبع 30 غم,30,g,sachet,unknown,no,low,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; caramel instant drink
coffee_mix_3in1,Al-Zahra,Al-Zahra cappuccino 500 g bag,كابتشينو الزهراء كيس 500 غم,500,g,bag,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee_mix_3in1,Al-Zahra,"Al-Zahra cappuccino sticks, box of 20",اصابع كابتشينو الزهراء 20 كيس,20,piece,box,unknown,no,medium,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee_mix_3in1,Al-Zahra,"Al-Zahra caramel sticks, box of 20",اصابع كراميل الزهراء 20 كيس,20,piece,box,unknown,no,low,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza
coffee_mix_3in1,Taleen,Taleen cappuccino latte stick 22 g,تالين كابوتشينو لاتيه اصبع 22 غم,22,g,sachet,unknown,no,low,https://www.palbazaar.com/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA-%D8%B3%D8%A7%D8%AE%D9%86%D8%A9,Palestinian online supermarket (prices in NIS); plausibly also in Gaza; listed as unavailable
coffee_mix_3in1,Abu Auf,Abu Auf 3-in-1 coffee sachet 18 g,أبو عوف قهوة 3 في 1 ظرف 18 غ,18,g,sachet,Egypt,no,low,https://www.carrefouregypt.com/mafegy/en/search?keyword=instant%20coffee,Egyptian retail listing; Egyptian goods reach Gaza via Egyptian traders when crossings allow
